Name,Theme in table,Theme,Sub-Theme,Review,Throw Away,Extra,Writer,Written,Review Writing,Notes,Super-Theme,Sub-Theme (Rel),Tags,Evidences ✅,Property,Categories (Sub-Theme),Related to Evidence Gathering (1) (Sub-Theme (Rel)),Related to Evidence Gathering (1) (Sub-Theme (Rel)) 1,Related to Evidence Gathering (1) (Themes (Rel)),Related to Evidence Gathering (1) (Themes (Rel)) 1
Manipulação de Artefactos,Yes,Yes,No,No,No,No,André Santos,Yes,No,,,,Process-Focused,"https://www.notion.so/E-dependendo-das-coisas-eu-nem-consigo-produzir-se-n-o-tiver-essa-parte-tecnol-gica-trilha-sonora--2b0a112f51544054a504a206ff2882cd, https://www.notion.so/E-fora-isso-eu-trabalho-produzindo-por-exemplo-trilha-sonora-para-jogos-tudo-no-computador-arra-5344cd0196d24ce890e50b54dc6d3459, https://www.notion.so/Perguntou-Como-posso-criar-m-sica-a-partir-do-meu-telem-vel-indiciando-a-necessidade-de-uma-ferr-ba290cd26fe948728733f4fcd9c870c4, https://www.notion.so/O-que-eu-consigo-imaginar-um-papo-que-eu-estava-tendo-com-uma-colega-que-copista-copista-a-pe-e172288d73ae45b5830d7a32246915bb, https://www.notion.so/Bom-muito-muito-grande-o-papel-da-tecnologia-Porque-assim-se-eu-vou-editar-um-v-deo-como-eu-esta-ce43cac0a7004754973392d8c4dc05ba, https://www.notion.so/Usava-muito-pra-editar-foto-postagem-031c9effc4d149f295e8a771032591e1, https://www.notion.so/O-POCA-teria-um-papel-de-solu-o-de-problemas-Isso-teria-super-Pra-economizar-meu-tempo-e-me-a-24856021618f41e6b594e4eb05cbaea3, https://www.notion.so/O-papel-das-tecnologias-nessas-atividades-criativas-que-realizo-fundamental-Se-eu-n-o-tivesse-um-f995f40c75a14f4aa8fa1c9c8f4b736e, https://www.notion.so/Eu-uso-meu-computador-pra-jogos-online-7dfb76a24eca4f29bbf17c1161d03b54, https://www.notion.so/Ent-o-at-que-usava-bastante-tecnologia-pra-trabalhar-como-forma-de-edi-o-2d64cf8847e04fd9bf3a5cf656bd139e, https://www.notion.so/Eu-trabalho-muito-digitalmente-ent-o-para-mim-a-tecnologia-est-na-busca-de-refer-ncias-momentos-d-86f0138b2ad04480951fb063935532de, https://www.notion.so/A-tecnologia-no-meu-processo-criativo-serve-para-Capta-o-e-um-meio-de-transmiss-o-do-conte-do-pr-edc68214735f4bb18e9eacfd7e0da424, https://www.notion.so/Eu-uso-bastante-o-celular-principalmente-pra-gravar-conte-do-gravar-minhas-composi-es-tarefas-pra-810da6851e3046b49fb01934bd1b2461, https://www.notion.so/E-o-segundo-momento-onde-achei-que-o-POCA-podia-ter-sido-til-que-como-o-meu-fot-grafo-faltou-no-3b461503f7934e4997ba1b7b50ff9a02, https://www.notion.so/Acho-que-essa-quest-o-do-TikTok-do-Instagram-que-coloca-em-exposi-o-muita-coisa-b6ac64458f2746b09323cd1502273556, https://www.notion.so/E-tamb-m-o-outro-cen-rio-foi-na-quest-o-da-produ-o-Retorna-pra-mim-palavras-que-rimem-com-a-o-ou--f18182fa4f374010a0a3611d882adf77, https://www.notion.so/E-acho-que-basicamente-isso-ou-ent-o-baseado-em-um-reposit-rio-eu-colocar-tipo-ter-um-chazam--e01871b93a8348b38fc22f1508ef9cf3, https://www.notion.so/Ol-Pocah-Decidi-que-te-vou-p-r-a-trabalhar-sobretudo-para-esta-hist-ria-que-estou-a-escrever-e--ef51f25d9bba4fb89090c75087082fdf, https://www.notion.so/Por-exemplo-quando-escrevia-apontava-as-coisas-no-bloquinho-tudo-sem-tecnologias-como-as-consegu-cb088791ceeb46e7bd7af572746401e2, https://www.notion.so/Ol-Pocahontas-O-que-eu-queria-pedir-agora-bastante-mais-b-sico-e-previs-vel-do-que-eu-te-tenho--621b1b9af56d4084aafa6febb28035b5, https://www.notion.so/Softwares-de-manipula-o-de-partituras-e-de-mixing-tamb-m-s-o-importantes-para-n-o-fazendo-parte-d-7854f9bb21dc4fc581271da53623a101, https://www.notion.so/uma-coisa-que-n-o-seria-exatamente-algo-criativo-da-parte-do-POCA-da-parte-dessa-ferramenta-mas-al-21554e5a53404fe9984d1346f562b69a, https://www.notion.so/Ol-Pocah-Estou-a-escrever-no-meu-caderno-algo-que-tenho-estado-a-escrever-h-j-uns-oito-meses-e--a3ed4892960249cdb702266afde1f653, https://www.notion.so/Ok-hum-o-que-que-foi-para-mim-ao-longo-da-semana-eu-tenho-muita-no-o-coitado-porque-eu-mande-75a20929ca7a4fe2b7560da2e05cdfe6, https://www.notion.so/Por-exemplo-houve-l-est-n-o-aconteceu-mais-porque-bastante-raro-fazer-nestas-alturas-mas-hou-142298ecc41441819df60b081b4d29cf, https://www.notion.so/Imaginei-o-POCA-tamb-m-como-uma-ferramenta-de-IA-que-me-pudesse-projetar-um-graffiti-na-cidade-ou--2bb405a5c0234ae9babebea32dfc3bcc",,,,,"https://www.notion.so/Ferramentas-para-produ-o-musical-de-banda-sonora-Ex-Instrumentos-virtuais-s-o-imprescind-veis-24ee78e27f7e45f9b8c783ae91c5b91e, https://www.notion.so/Ferramentas-que-me-permitem-ajudam-a-criar-conte-dos-materiais-e-inserir-e-ligar-com-outros-materiai-331f79e962ce427ba22a3630eae571da, https://www.notion.so/Ferramentas-digitais-para-produ-o-de-m-sica-s-o-teis-73840daf9177414980574f6a7d8b6750, https://www.notion.so/Ferramentas-que-me-permitem-criar-material-conte-do-que-idealizo-s-o-teis-afeda12937f04c9fbba8b49d0623153c, https://www.notion.so/Perguntou-Como-posso-criar-m-sica-a-partir-do-meu-telem-vel-indiciando-a-necessidade-de-uma-ferr-d99073d5511947dea79c6a81c1ac7747, https://www.notion.so/Ferramentas-de-transcri-o-autom-tica-s-o-teis-fa2db5d5689145859ec160f2d161e3d8","https://www.notion.so/Ferramentas-que-me-permitem-criar-material-conte-do-que-idealizo-s-o-teis-627fd7b9f8a24fcfbf07e049822633b7, https://www.notion.so/Ferramentas-de-transcri-o-autom-tica-s-o-teis-a1f33ae4a6d5466e99a5d0f3196e1a00, https://www.notion.so/Ferramentas-para-produ-o-musical-de-banda-sonora-Ex-Instrumentos-virtuais-s-o-imprescind-veis-ad724135966e43c995b6aff625da4f84, https://www.notion.so/Ferramentas-que-me-permitem-ajudam-a-criar-conte-dos-materiais-e-inserir-e-ligar-com-outros-materiai-c0a1c688f9d641529177e90fd1d3bc2e, https://www.notion.so/Ferramentas-digitais-para-produ-o-de-m-sica-s-o-teis-c8e7589798bc4c3a91c5d5e17d4a5e30, https://www.notion.so/Perguntou-Como-posso-criar-m-sica-a-partir-do-meu-telem-vel-indiciando-a-necessidade-de-uma-ferr-da8b1bf1ad1f4a038c80c7b7773cfa88"
